Name,Location,Ranking,ProgramDetails,TuitionFees
University of Southern Indiana,United States,Not in the top 500,Bachelor of Arts in Communication Studies,"High school diploma, minimum GPA of 2.5","$16,000 per year",Minimum GPA of 2.5,Overall band score of 6.5
University of Applied Sciences Europe,Germany,Not in the top 500,Bachelor in Business Administration,"High school diploma, relevant subjects, minimum GPA of 2.5","€15,000 per year",Minimum GPA of 2.5,Overall band score of 6.0
University of Applied Sciences Europe,Germany,Not in the top 500,Bachelor in Digital Media Design,"High school diploma, relevant subjects, portfolio, minimum GPA of 2.5","€16,000 per year",Minimum GPA of 2.5,Overall band score of 6.5
University of Jyväskylä,"Jyväskylä, Finland",Not in the top rankings,Bachelor of Science in Computer Science,"High school diploma, Mathematics background, Statement of Purpose","Approx. €12,000 per year",Minimum GPA of 3.0,Overall 6.5
University of Jyväskylä,"Jyväskylä, Finland",Not in the top rankings,Master of Arts in Education,"Bachelor's degree, Letter of Recommendation, Statement of Purpose","Approx. €8,000 per year",Minimum GPA of 2.75,Overall 6.0
University of Worcester,"Worcester, United Kingdom",Not in the top rankings,Bachelor of Nursing,"High school diploma, Health-related subjects, Personal Statement","Approx. £9,250 per year",Minimum GPA of 2.8,Overall 7.0
University of Worcester,"Worcester, United Kingdom",Not in the top rankings,Master of Business Administration,"Bachelor's degree, Work experience, Letter of Recommendation","Approx. £12,500 per year",Minimum GPA of 3.0,Overall 6.5
University of Winnipeg,"Winnipeg, Canada",Not in the top rankings,Bachelor of Arts in Psychology,"High school diploma, Psychology background, Personal Statement","Approx. CAD$15,000 per year",Minimum GPA of 2.5,Overall 6.5
University of Winnipeg,"Winnipeg, Canada",Not in the top rankings,Master of Science in Applied Computer Science,"Bachelor's degree in CS or related field, Statement of Purpose, Resume/CV","Approx. CAD$20,000 per year",Minimum GPA of 3.0,Overall 6.0
University of Rostock,Germany,Not in the top ranks,Bachelor of Computer Science,"High school diploma, Mathematics background",€500 per semester for international students,Minimum GPA 2.5,6.0
University of Rostock,Germany,Not in the top ranks,Master of Mechanical Engineering,Bachelor's degree in related field,"€1,500 per semester for international students",Minimum GPA 3.0,6.5
University of North Dakota,USA,Not in the top ranks,Bachelor of Fine Arts,"Portfolio submission, High school diploma","$16,000 per year for international students",Minimum GPA 2.0,6.0
University of North Dakota,USA,Not in the top ranks,Master of Public Administration,Bachelor's degree in any discipline,"$20,000 per year for international students",Minimum GPA 2.5,6.5
Carleton University,Canada,Not in the top ranks,Bachelor of Journalism,"Writing samples, High school diploma","CAD 25,000 per year for international students",Minimum GPA 2.5,6.5
Carleton University,Canada,Not in the top ranks,Master of Economics,Bachelor's degree in Economics or related field,"CAD 30,000 per year for international students",Minimum GPA 3.0,7.0
Jawaharlal Nehru University,India,Not in the top ranks,Bachelor of Arts in International Relations,"High school diploma, Entrance exam","INR 30,000 per year for international students",Minimum 60% in high school,6.0
Jawaharlal Nehru University,India,Not in the top ranks,Master of Science in Biotechnology,Bachelor's degree in Biological Sciences,"INR 40,000 per year for international students",Minimum 65% in bachelor's degree,6.5
University of Bielefeld,Germany,Not in top rankings,Bachelor in Computer Science,"High school diploma, strong background in mathematics","$1,000 per semester",Minimum 70% GPA,6.0
University of Bielefeld,Germany,Not in top rankings,Master in Environmental Studies,Bachelor's degree in related field,"$1,500 per semester",Minimum 3.0 GPA,6.5
University of North Florida,USA,Not in top rankings,Bachelor in Psychology,High school diploma,"$8,000 per semester",Minimum 2.5 GPA,6.0
University of North Florida,USA,Not in top rankings,Master in Public Administration,Bachelor's degree in any field,"$9,500 per semester",Minimum 3.0 GPA,6.5
Lakehead University,Canada,Not in top rankings,Bachelor in Business Administration,High school diploma,"$7,500 per semester",Minimum 75% GPA,6.5
Lakehead University,Canada,Not in top rankings,Master in Engineering Management,Bachelor's degree in engineering,"$10,000 per semester",Minimum 3.0 GPA,7.0
"Indian Institute of Technology (Indian School of Mines), Dhanbad",India,Not in top rankings,Bachelor in Mining Engineering,High school diploma with science subjects,"INR 60,000 per semester",Minimum 75% GPA,6.0
"Indian Institute of Technology (Indian School of Mines), Dhanbad",India,Not in top rankings,Master in Geology,Bachelor's degree in related field,"INR 70,000 per semester",Minimum 3.0 GPA,6.5
University of Leipzig,Germany,501-600,Bachelor in Business Administration,"High School Diploma, GPA above 2.5","$3,000 per semester",2.5 GPA,6.0
University of Leipzig,Germany,501-600,Master in Computer Science,"Bachelor's degree in related field, GPA above 3.0","$4,500 per semester",3.0 GPA,6.5
University of Leipzig,Germany,501-600,PhD in Linguistics,Master's degree in linguistics or related field,No tuition fees for PhD candidates,N/A,7.0
University of Louisville,USA,601-800,Bachelor in Psychology,"High School Diploma, GPA above 2.0","$10,000 per semester",2.0 GPA,6.5
University of Louisville,USA,601-800,Master in Public Health,"Bachelor's degree in related field, GPA above 3.0","$12,000 per semester",3.0 GPA,6.5
University of Louisville,USA,601-800,PhD in Mechanical Engineering,"Master's degree in engineering, GRE scores, GPA above 3.5","$15,000 per semester",3.5 GPA,7.0
University of Adelaide,Australia,201-250,Bachelor of Nursing,"High School Diploma, GPA above 2.5","$25,000 per year",2.5 GPA,7.0
University of Adelaide,Australia,201-250,Master of Architecture,"Bachelor's degree in related field, GPA above 3.0","$30,000 per year",3.0 GPA,7.0
University of Adelaide,Australia,201-250,PhD in Environmental Science,Master's degree in environmental science or related field,"$35,000 per year",N/A,7.0
University of Paderborn,Germany,Not in the top 500,Computer Science,"High school diploma, GPA of at least 2.5, IELTS 6.0","$3,000 per semester",GPA 2.5 and above,6.0
University of Paderborn,Germany,Not in the top 500,Business Administration,"High school diploma, GPA of at least 2.7, IELTS 6.5","$3,500 per semester",GPA 2.7 and above,6.5
University of Louisiana at Monroe,USA,Not in the top 500,Nursing,"Bachelor's degree in Nursing, GPA of at least 3.0, IELTS 6.5","$8,000 per semester",GPA 3.0 and above,6.5
University of Louisiana at Monroe,USA,Not in the top 500,Criminal Justice,"High school diploma, GPA of at least 2.5, IELTS 6.0","$7,500 per semester",GPA 2.5 and above,6.0
University of Lincoln,UK,Not in the top 500,International Relations,"Bachelor's degree in related field, GPA of at least 3.0, IELTS 6.5","£9,000 per year",GPA 3.0 and above,6.5
University of Lincoln,UK,Not in the top 500,Media Studies,"High school diploma, GPA of at least 2.7, IELTS 6.0","£8,500 per year",GPA 2.7 and above,6.0
"University of Newcastle, Singapore",Australia,Not in the top 500,Hospitality Management,"Bachelor's degree in related field, GPA of at least 3.2, IELTS 6.5","AUD $10,000 per semester",GPA 3.2 and above,6.5
"University of Newcastle, Singapore",Australia,Not in the top 500,Environmental Science,"High school diploma, GPA of at least 2.8, IELTS 6.0","AUD $9,500 per semester",GPA 2.8 and above,6.0
Banaras Hindu University,India,Not in the top 500,History,"Bachelor's degree in related field, GPA of at least 2.5, IELTS 6.0","INR 30,000 per semester",GPA 2.5 and above,6.0
Banaras Hindu University,India,Not in the top 500,Chemistry,"High school diploma, GPA of at least 2.7, IELTS 6.5","INR 35,000 per semester",GPA 2.7 and above,6.5
University of Rennes 1,France,Not Ranked,Computer Science,"High school diploma, Mathematics background","$3,000 per year",70% or equivalent,6.0
University of Rennes 1,France,Not Ranked,Business Administration,High school diploma,"$3,500 per year",65% or equivalent,6.5
University of Rennes 1,France,Not Ranked,Psychology,High school diploma,"$3,200 per year",60% or equivalent,6.0
University of Rennes 1,France,Not Ranked,Civil Engineering,"High school diploma, Mathematics background","$3,300 per year",65% or equivalent,6.5
University of Rennes 1,France,Not Ranked,International Relations,High school diploma,"$3,400 per year",70% or equivalent,6.0
University of Rennes 1,France,Not Ranked,Environmental Science,"High school diploma, Science background","$3,100 per year",60% or equivalent,6.0
University of Rennes 1,France,Not Ranked,Marketing,High school diploma,"$3,500 per year",65% or equivalent,6.5
University of Rennes 1,France,Not Ranked,Media Studies,High school diploma,"$3,200 per year",60% or equivalent,6.0
University of Rennes 1,France,Not Ranked,History,High school diploma,"$3,300 per year",65% or equivalent,6.5
University of Rennes 1,France,Not Ranked,Economics,"High school diploma, Mathematics background","$3,400 per year",70% or equivalent,6.0
University of South Carolina Upstate,USA,Not in top rankings,Bachelor of Science in Nursing,"Minimum GPA of 3.0, IELTS 6.5","$12,000 per year",3.0 GPA,6.5
University of South Carolina Upstate,USA,Not in top rankings,Bachelor of Business Administration,"Minimum GPA of 2.5, IELTS 6.0","$10,000 per year",2.5 GPA,6.0
University of South Carolina Upstate,USA,Not in top rankings,Bachelor of Arts in Psychology,"Minimum GPA of 2.8, IELTS 6.0","$9,500 per year",2.8 GPA,6.0
University of Southern Cross,Australia,Not in top rankings,Bachelor of Information Technology,"Minimum GPA of 2.5, IELTS 6.0","$15,000 per year",2.5 GPA,6.0
University of Southern Cross,Australia,Not in top rankings,Bachelor of Education,"Minimum GPA of 2.8, IELTS 6.5","$14,000 per year",2.8 GPA,6.5
University of Southern Cross,Australia,Not in top rankings,Bachelor of Science in Environmental Science,"Minimum GPA of 3.0, IELTS 6.5","$16,000 per year",3.0 GPA,6.5
University of Wolverhampton,UK,Not in top rankings,Bachelor of Law,"Minimum GPA of 2.8, IELTS 6.5","£11,000 per year",2.8 GPA,6.5
University of Wolverhampton,UK,Not in top rankings,Bachelor of Engineering,"Minimum GPA of 2.5, IELTS 6.0","£10,500 per year",2.5 GPA,6.0
University of Wolverhampton,UK,Not in top rankings,Bachelor of Arts in English Literature,"Minimum GPA of 2.7, IELTS 6.0","£9,500 per year",2.7 GPA,6.0
University of Koblenz-Landau,Germany,Not ranked,Computer Science,"High school diploma, good grades in mathematics and science subjects","$1,500 per semester",Minimum 70%,6.0
University of Koblenz-Landau,Germany,Not ranked,Environmental Sciences,"High school diploma, background in biology or chemistry","$1,500 per semester",Minimum 65%,6.5
University of North Alabama,USA,Not ranked,Hospitality Management,"High school diploma, relevant work experience","$8,000 per semester",Minimum 60%,6.0
University of North Alabama,USA,Not ranked,Music Education,"High school diploma, musical proficiency","$7,500 per semester",Minimum 65%,6.5
University of Prince Edward Island,Canada,Not ranked,Marine Biology,"High school diploma, strong background in biology","$6,000 per semester",Minimum 70%,6.5
University of Prince Edward Island,Canada,Not ranked,History,"High school diploma, passion for historical studies","$5,500 per semester",Minimum 65%,6.0
University of Chester,UK,Not ranked,Psychology,"High school diploma, interest in human behavior","$9,000 per semester",Minimum 65%,6.5
University of Chester,UK,Not ranked,Fashion Design,"High school diploma, portfolio showcasing creativity","$8,500 per semester",Minimum 60%,6.0
University of Szeged,"Szeged, Hungary",801-1000 (THE World University Rankings 2022),BSc in Computer Science,"High school diploma, Mathematics background","EUR 3,000 per year for EU/EEA students, EUR 4,500 per year for non-EU/EEA students",Minimum GPA of 2.7 on a 4.0 scale,6.5 overall with no subscore below 5.5
University of Szeged,"Szeged, Hungary",801-1000 (THE World University Rankings 2022),MA in English Studies,Bachelor's degree in English or related field,"EUR 3,000 per year for EU/EEA students, EUR 4,500 per year for non-EU/EEA students",Minimum GPA of 3.0 on a 4.0 scale,6.5 overall with no subscore below 6.0
University of Szeged,"Szeged, Hungary",801-1000 (THE World University Rankings 2022),MSc in Biology,Bachelor's degree in Biology or related field,"EUR 3,500 per year for EU/EEA students, EUR 6,000 per year for non-EU/EEA students",Minimum GPA of 2.7 on a 4.0 scale,6.5 overall with no subscore below 5.5
University of Szeged,"Szeged, Hungary",801-1000 (THE World University Rankings 2022),PhD in Economics,Master's degree in Economics or related field,"EUR 4,500 per year for EU/EEA students, EUR 7,000 per year for non-EU/EEA students",Minimum GPA of 3.0 on a 4.0 scale,7.0 overall with no subscore below 6.5
University of Warsaw,"Warsaw, Poland",601-800 (THE World University Rankings 2022),BA in International Relations,"High school diploma, Social Sciences background","EUR 2,000 per year for EU/EEA students, EUR 3,000 per year for non-EU/EEA students",Minimum GPA of 2.5 on a 4.0 scale,6.0 overall with no subscore below 5.5
University of Warsaw,"Warsaw, Poland",601-800 (THE World University Rankings 2022),MSc in Finance and Accounting,Bachelor's degree in Finance or related field,"EUR 3,500 per year for EU/EEA students, EUR 5,000 per year for non-EU/EEA students",Minimum GPA of 2.7 on a 4.0 scale,6.5 overall with no subscore below 6.0
University of Warsaw,"Warsaw, Poland",601-800 (THE World University Rankings 2022),MA in Psychology,Bachelor's degree in Psychology or related field,"EUR 3,000 per year for EU/EEA students, EUR 4,500 per year for non-EU/EEA students",Minimum GPA of 3.0 on a 4.0 scale,6.5 overall with no subscore below 6.0
